gene_symbol	ensembl_gene_id	disease	association_score	evidence_count
ADAM19	ENSG00000135074	type_2_diabetes	0.051988	2
ADAM23	ENSG00000114948	obesity	0.136965	3
ADAM28	ENSG00000042980	mash	0.001480	1
ADAM28	ENSG00000042980	obesity	0.025141	3
ADAM28	ENSG00000042980	type_2_diabetes	0.002755	3
ADAM29	ENSG00000168594	nafld	0.003700	1
ADAM30	ENSG00000134249	obesity	0.001480	1
ADAM30	ENSG00000134249	type_2_diabetes	0.234251	24
ADAM32	ENSG00000197140	type_2_diabetes	0.276807	1
ADAM33	ENSG00000149451	nafld	0.001480	1
ADAM33	ENSG00000149451	obesity	0.004440	1
ADAM33	ENSG00000149451	type_2_diabetes	0.005550	2
ADAM7	ENSG00000069206	type_2_diabetes	0.001480	1
ADAM8	ENSG00000151651	nafld	0.014801	1
ADAM8	ENSG00000151651	type_2_diabetes	0.004975	3
ADAM9	ENSG00000168615	nafld	0.001480	1
ADAM9	ENSG00000168615	obesity	0.003700	1
ADAM9	ENSG00000168615	type_2_diabetes	0.054764	1
ADAMDEC1	ENSG00000134028	type_2_diabetes	0.011841	2
ADAMTS1	ENSG00000154734	mash	0.005224	2
ADAMTS1	ENSG00000154734	nafld	0.007400	1
ADAMTS1	ENSG00000154734	obesity	0.003854	4
ADAMTS13	ENSG00000160323	mash	0.012876	6
ADAMTS13	ENSG00000160323	nafld	0.009237	8
ADAMTS13	ENSG00000160323	obesity	0.021473	18
ADAMTS13	ENSG00000160323	type_2_diabetes	0.023824	15
ADAMTS14	ENSG00000138316	obesity	0.001480	1
ADAMTS15	ENSG00000166106	type_2_diabetes	0.002220	1
ADAMTS16	ENSG00000145536	obesity	0.254222	1
ADAMTS16	ENSG00000145536	type_2_diabetes	0.008326	2
ADAMTS18	ENSG00000140873	obesity	0.030839	3
ADAMTS18	ENSG00000140873	type_2_diabetes	0.337359	2
ADAMTS2	ENSG00000087116	obesity	0.007400	1
ADAMTS2	ENSG00000087116	type_2_diabetes	0.009600	3
ADAMTS20	ENSG00000173157	type_2_diabetes	0.003700	1
ADAMTS3	ENSG00000156140	obesity	0.003700	1
ADAMTS4	ENSG00000158859	nafld	0.001480	1
ADAMTS4	ENSG00000158859	obesity	0.016898	3
ADAMTS5	ENSG00000154736	mash	0.014534	3
ADAMTS5	ENSG00000154736	obesity	0.017205	10
ADAMTS5	ENSG00000154736	type_2_diabetes	0.005034	2
ADAMTS7	ENSG00000136378	obesity	0.003700	1
ADAMTS7	ENSG00000136378	type_2_diabetes	0.022839	3
ADAMTS9	ENSG00000163638	nafld	0.012211	2
ADAMTS9	ENSG00000163638	obesity	0.402345	11
ADAMTS9	ENSG00000163638	type_2_diabetes	0.524575	72
ADAMTS9-AS2	ENSG00000241684	type_2_diabetes	0.001480	1
ADAMTSL1	ENSG00000178031	type_2_diabetes	0.020699	1
ADAMTSL2	ENSG00000197859	mash	0.023019	4
ADAMTSL2	ENSG00000197859	nafld	0.021173	9
ADAMTSL2	ENSG00000197859	type_2_diabetes	0.004070	2
ADAMTSL3	ENSG00000156218	nafld	0.003700	1
ADAMTSL3	ENSG00000156218	type_2_diabetes	0.293254	2
ADAMTSL4	ENSG00000143382	obesity	0.003700	1
ADAMTSL4	ENSG00000143382	type_2_diabetes	0.024013	1
ADAP2	ENSG00000184060	type_2_diabetes	0.221027	1
ADAR	ENSG00000160710	mash	0.002960	1
ADAR	ENSG00000160710	nafld	0.036288	8
ADAR	ENSG00000160710	obesity	0.018251	5
ADAR	ENSG00000160710	type_2_diabetes	0.005550	2
ADARB1	ENSG00000197381	nafld	0.074452	4
ADARB1	ENSG00000197381	obesity	0.427064	9
ADARB1	ENSG00000197381	type_2_diabetes	0.387305	3
ADARB2	ENSG00000185736	obesity	0.001480	1
ADARB2	ENSG00000185736	type_2_diabetes	0.183098	1
ADAT1	ENSG00000065457	type_2_diabetes	0.133973	1
ADAT2	ENSG00000189007	obesity	0.004440	1
ADCK1	ENSG00000063761	obesity	0.021693	5
ADCK1	ENSG00000063761	type_2_diabetes	0.002590	2
ADCY1	ENSG00000164742	nafld	0.007771	2
ADCY1	ENSG00000164742	obesity	0.014065	20
ADCY1	ENSG00000164742	type_2_diabetes	0.340814	12
ADCY10	ENSG00000143199	mash	0.002220	1
ADCY10	ENSG00000143199	obesity	0.002590	2
ADCY10	ENSG00000143199	type_2_diabetes	0.010484	3
ADCY2	ENSG00000078295	nafld	0.002220	1
ADCY2	ENSG00000078295	type_2_diabetes	0.001480	1
ADCY3	ENSG00000138031	mash	0.006105	2
ADCY3	ENSG00000138031	nafld	0.003700	1
ADCY3	ENSG00000138031	obesity	0.622336	153
ADCY3	ENSG00000138031	type_2_diabetes	0.027711	36
ADCY4	ENSG00000129467	type_2_diabetes	0.001388	1
ADCY5	ENSG00000173175	mash	0.002220	1
ADCY5	ENSG00000173175	obesity	0.064170	26
ADCY5	ENSG00000173175	type_2_diabetes	0.532547	126
ADCY6	ENSG00000174233	obesity	0.005345	3
ADCY6	ENSG00000174233	type_2_diabetes	0.004975	3
ADCY7	ENSG00000121281	obesity	0.003515	2
ADCY7	ENSG00000121281	type_2_diabetes	0.001480	1
ADCY8	ENSG00000155897	nafld	0.002220	1
ADCY8	ENSG00000155897	obesity	0.021782	9
ADCY8	ENSG00000155897	type_2_diabetes	0.040634	14
ADCY9	ENSG00000162104	obesity	0.466495	14
ADCY9	ENSG00000162104	type_2_diabetes	0.387215	3
ADCYAP1	ENSG00000141433	obesity	0.307909	37
ADCYAP1	ENSG00000141433	type_2_diabetes	0.027624	31
ADCYAP1R1	ENSG00000078549	mash	0.003700	1
ADCYAP1R1	ENSG00000078549	obesity	0.043284	9
ADCYAP1R1	ENSG00000078549	type_2_diabetes	0.004794	8
ADD1	ENSG00000087274	obesity	0.007925	5
ADD1	ENSG00000087274	type_2_diabetes	0.019036	3
ADD2	ENSG00000075340	type_2_diabetes	0.005920	1
ADD3	ENSG00000148700	obesity	0.004070	2
ADGRA1	ENSG00000197177	type_2_diabetes	0.003700	1
ADGRA2	ENSG00000020181	obesity	0.005180	1
ADGRA2	ENSG00000020181	type_2_diabetes	0.002220	1
ADGRA3	ENSG00000152990	nafld	0.003700	1
ADGRA3	ENSG00000152990	obesity	0.024237	2
ADGRB1	ENSG00000181790	mash	0.002960	1
ADGRB1	ENSG00000181790	nafld	0.002960	1
ADGRB1	ENSG00000181790	obesity	0.038673	2
ADGRB1	ENSG00000181790	type_2_diabetes	0.024909	1
ADGRB2	ENSG00000121753	obesity	0.168420	2
ADGRB3	ENSG00000135298	obesity	0.003515	2
ADGRB3	ENSG00000135298	type_2_diabetes	0.002220	1
ADGRB3-DT	ENSG00000230910	type_2_diabetes	0.002054	1
ADGRD1	ENSG00000111452	obesity	0.004070	2
ADGRE1	ENSG00000174837	mash	0.005673	10
ADGRE1	ENSG00000174837	nafld	0.005152	5
ADGRE1	ENSG00000174837	obesity	0.013578	15
ADGRF1	ENSG00000153292	nafld	0.071230	2
ADGRF1	ENSG00000153292	obesity	0.003680	3
ADGRF3	ENSG00000173567	type_2_diabetes	0.096948	2
ADGRF5	ENSG00000069122	obesity	0.014801	1
ADGRF5	ENSG00000069122	type_2_diabetes	0.011101	1
ADGRG1	ENSG00000205336	nafld	0.005180	2
ADGRG1	ENSG00000205336	obesity	0.002960	1
ADGRG1	ENSG00000205336	type_2_diabetes	0.010555	8
ADGRG2	ENSG00000173698	obesity	0.001480	1
ADGRG3	ENSG00000182885	obesity	0.042211	5
ADGRG3	ENSG00000182885	type_2_diabetes	0.004625	2
ADGRG4	ENSG00000156920	type_2_diabetes	0.314064	1
ADGRG6	ENSG00000112414	obesity	0.006455	3
ADGRG6	ENSG00000112414	type_2_diabetes	0.051461	8
ADGRL1	ENSG00000072071	obesity	0.065091	6
ADGRL1	ENSG00000072071	type_2_diabetes	0.004420	3
ADGRL2	ENSG00000117114	obesity	0.293279	1
ADGRL2	ENSG00000117114	type_2_diabetes	0.260214	2
ADGRL3	ENSG00000150471	obesity	0.034901	2
ADGRL3	ENSG00000150471	type_2_diabetes	0.002220	1
ADGRL4	ENSG00000162618	obesity	0.004440	1
ADGRL4	ENSG00000162618	type_2_diabetes	0.025162	2
ADGRV1	ENSG00000164199	obesity	0.005180	1
ADH1A	ENSG00000187758	mash	0.036417	4
ADH1A	ENSG00000187758	nafld	0.002220	1
ADH1A	ENSG00000187758	obesity	0.014427	8
ADH1A	ENSG00000187758	type_2_diabetes	0.004070	2
ADH1B	ENSG00000196616	mash	0.012347	8
ADH1B	ENSG00000196616	nafld	0.032873	12
ADH1B	ENSG00000196616	obesity	0.499044	20
ADH1B	ENSG00000196616	type_2_diabetes	0.450326	18
ADH1C	ENSG00000248144	mash	0.012550	4
ADH1C	ENSG00000248144	obesity	0.007010	3
ADH1C	ENSG00000248144	type_2_diabetes	0.009690	6
ADH4	ENSG00000198099	mash	0.054025	10
ADH4	ENSG00000198099	nafld	0.010737	7
ADH4	ENSG00000198099	obesity	0.002220	3
ADH4	ENSG00000198099	type_2_diabetes	0.009395	7
ADH5	ENSG00000197894	mash	0.004070	2
ADH5	ENSG00000197894	obesity	0.058969	9
ADH5	ENSG00000197894	type_2_diabetes	0.004810	2
ADH6	ENSG00000172955	mash	0.004255	2
ADH6	ENSG00000172955	nafld	0.005180	1
ADH6	ENSG00000172955	obesity	0.001480	1
ADH7	ENSG00000196344	mash	0.005180	1
ADH7	ENSG00000196344	nafld	0.004798	6
ADH7	ENSG00000196344	type_2_diabetes	0.003700	1
ADHFE1	ENSG00000147576	nafld	0.001480	1
ADHFE1	ENSG00000147576	obesity	0.056743	3
ADHFE1	ENSG00000147576	type_2_diabetes	0.047843	2
ADI1	ENSG00000182551	nafld	0.004810	2
ADI1	ENSG00000182551	obesity	0.004440	1
ADIG	ENSG00000182035	obesity	0.036551	4
ADIG	ENSG00000182035	type_2_diabetes	0.002220	1
ADIPINT	ENSG00000292223	obesity	0.016836	2
ADIPOQ	ENSG00000181092	mash	0.087502	335
ADIPOQ	ENSG00000181092	nafld	0.111641	944
ADIPOQ	ENSG00000181092	obesity	0.125007	5893
ADIPOQ	ENSG00000181092	type_2_diabetes	0.141276	3248
ADIPOR1	ENSG00000159346	mash	0.029155	15
ADIPOR1	ENSG00000159346	nafld	0.033809	20
ADIPOR1	ENSG00000159346	obesity	0.048262	137
ADIPOR1	ENSG00000159346	type_2_diabetes	0.110918	83
ADIPOR2	ENSG00000006831	mash	0.026480	28
ADIPOR2	ENSG00000006831	nafld	0.038487	31
ADIPOR2	ENSG00000006831	obesity	0.060170	92
ADIPOR2	ENSG00000006831	type_2_diabetes	0.073671	63
ADIRF	ENSG00000148671	obesity	0.002015	3
ADISSP	ENSG00000101220	obesity	0.018470	4
ADK	ENSG00000156110	nafld	0.005530	3
ADK	ENSG00000156110	obesity	0.193123	5
ADK	ENSG00000156110	type_2_diabetes	0.197473	6
ADM	ENSG00000148926	nafld	0.003032	4
ADM	ENSG00000148926	obesity	0.025323	36
ADM	ENSG00000148926	type_2_diabetes	0.022619	35
ADM2	ENSG00000128165	nafld	0.058464	1
ADM2	ENSG00000128165	obesity	0.030447	7
ADM2	ENSG00000128165	type_2_diabetes	0.014040	3
ADNP	ENSG00000101126	obesity	0.007771	2
ADNP	ENSG00000101126	type_2_diabetes	0.013321	1
ADNP2	ENSG00000101544	type_2_diabetes	0.001480	1
ADO	ENSG00000181915	nafld	0.005180	1
ADO	ENSG00000181915	obesity	0.002220	1
ADO	ENSG00000181915	type_2_diabetes	0.339377	10
ADORA1	ENSG00000163485	mash	0.010191	4
ADORA1	ENSG00000163485	obesity	0.284619	17
ADORA1	ENSG00000163485	type_2_diabetes	0.021102	8
ADORA2A	ENSG00000128271	mash	0.334448	14
ADORA2A	ENSG00000128271	nafld	0.019423	7
ADORA2A	ENSG00000128271	obesity	0.300642	36
ADORA2A	ENSG00000128271	type_2_diabetes	0.021153	15
ADORA2B	ENSG00000170425	mash	0.313725	4
ADORA2B	ENSG00000170425	obesity	0.291340	11
ADORA2B	ENSG00000170425	type_2_diabetes	0.019005	4
ADORA3	ENSG00000282608	mash	0.077922	8
ADORA3	ENSG00000282608	nafld	0.077284	6
ADORA3	ENSG00000282608	obesity	0.282575	8
ADORA3	ENSG00000282608	type_2_diabetes	0.019560	4
ADPGK	ENSG00000159322	obesity	0.220858	2
ADPRH	ENSG00000144843	obesity	0.003700	1
ADPRH	ENSG00000144843	type_2_diabetes	0.003700	1
ADPRS	ENSG00000116863	obesity	0.030749	1
ADRA1A	ENSG00000120907	mash	0.006161	8
ADRA1A	ENSG00000120907	nafld	0.028854	19
ADRA1A	ENSG00000120907	obesity	0.499939	182
ADRA1A	ENSG00000120907	type_2_diabetes	0.015936	139
ADRA1B	ENSG00000170214	mash	0.004440	1
ADRA1B	ENSG00000170214	nafld	0.028492	2
ADRA1B	ENSG00000170214	obesity	0.445740	16
ADRA1B	ENSG00000170214	type_2_diabetes	0.356631	5
ADRA1D	ENSG00000171873	mash	0.012623	6
ADRA1D	ENSG00000171873	nafld	0.004235	3
ADRA1D	ENSG00000171873	obesity	0.448269	11
ADRA1D	ENSG00000171873	type_2_diabetes	0.307105	11
ADRA2A	ENSG00000150594	mash	0.017021	1
ADRA2A	ENSG00000150594	obesity	0.448069	25
ADRA2A	ENSG00000150594	type_2_diabetes	0.299229	47
ADRA2B	ENSG00000274286	mash	0.006161	8
ADRA2B	ENSG00000274286	nafld	0.021750	20
ADRA2B	ENSG00000274286	obesity	0.458250	186
ADRA2B	ENSG00000274286	type_2_diabetes	0.028740	147
ADRA2C	ENSG00000184160	obesity	0.443381	5
ADRB1	ENSG00000043591	mash	0.002990	2
ADRB1	ENSG00000043591	obesity	0.465255	42
ADRB1	ENSG00000043591	type_2_diabetes	0.425573	20
ADRB2	ENSG00000169252	mash	0.004964	2
ADRB2	ENSG00000169252	nafld	0.012194	8
ADRB2	ENSG00000169252	obesity	0.471760	220
ADRB2	ENSG00000169252	type_2_diabetes	0.030615	51
ADRB3	ENSG00000188778	mash	0.008768	4
ADRB3	ENSG00000188778	nafld	0.087819	8
ADRB3	ENSG00000188778	obesity	0.537205	434
ADRB3	ENSG00000188778	type_2_diabetes	0.084168	143
ADRM1	ENSG00000130706	obesity	0.033302	1
ADRM1	ENSG00000130706	type_2_diabetes	0.001480	1
ADSL	ENSG00000239900	mash	0.001480	1
ADSL	ENSG00000239900	nafld	0.003515	2
ADSL	ENSG00000239900	obesity	0.100570	14
ADSL	ENSG00000239900	type_2_diabetes	0.013394	5
ADSS1	ENSG00000185100	mash	0.002186	1
ADSS1	ENSG00000185100	obesity	0.017021	1
ADTRP	ENSG00000111863	obesity	0.002220	1
ADTRP	ENSG00000111863	type_2_diabetes	0.006660	1
AEBP1	ENSG00000106624	mash	0.080889	17
AEBP1	ENSG00000106624	nafld	0.032217	8
AEBP1	ENSG00000106624	obesity	0.015230	16
AEBP1	ENSG00000106624	type_2_diabetes	0.075888	9
AEBP2	ENSG00000139154	obesity	0.020955	2
AEN	ENSG00000181026	nafld	0.016281	1
AFAP1	ENSG00000196526	type_2_diabetes	0.295416	1
AFAP1L2	ENSG00000169129	type_2_diabetes	0.307538	2
AFDN	ENSG00000130396	mash	0.037002	1
AFDN	ENSG00000130396	obesity	0.017214	5
AFDN	ENSG00000130396	type_2_diabetes	0.019981	1
AFF1	ENSG00000172493	type_2_diabetes	0.004965	4
AFF2	ENSG00000155966	obesity	0.004235	3
AFF2	ENSG00000155966	type_2_diabetes	0.001480	1
AFF3	ENSG00000144218	obesity	0.329862	4
AFF3	ENSG00000144218	type_2_diabetes	0.304147	5
AFF4	ENSG00000072364	obesity	0.032022	8
AFG1L	ENSG00000135537	obesity	0.003700	1
AFG2A	ENSG00000145375	obesity	0.001480	1
AFG2A	ENSG00000145375	type_2_diabetes	0.270907	1
AFM	ENSG00000079557	mash	0.002960	1
AFM	ENSG00000079557	nafld	0.088656	15
AFM	ENSG00000079557	obesity	0.022188	15
AFM	ENSG00000079557	type_2_diabetes	0.061333	23
AFMID	ENSG00000183077	obesity	0.020893	5
AFMID	ENSG00000183077	type_2_diabetes	0.050919	3
AFP	ENSG00000081051	mash	0.052864	77
AFP	ENSG00000081051	nafld	0.055654	98
AFP	ENSG00000081051	obesity	0.042516	38
AFP	ENSG00000081051	type_2_diabetes	0.087625	48
AGA	ENSG00000038002	mash	0.004070	2
AGA	ENSG00000038002	nafld	0.007102	4
AGA	ENSG00000038002	obesity	0.008550	17
AGA	ENSG00000038002	type_2_diabetes	0.202732	11
AGAP1	ENSG00000157985	nafld	0.003700	1
AGAP1	ENSG00000157985	obesity	0.007400	1
AGAP1	ENSG00000157985	type_2_diabetes	0.003700	1
AGAP2	ENSG00000135439	nafld	0.014801	1
AGAP2	ENSG00000135439	obesity	0.026465	5
AGAP2	ENSG00000135439	type_2_diabetes	0.063615	2
AGAP4	ENSG00000188234	type_2_diabetes	0.003700	1
AGBL1	ENSG00000273540	type_2_diabetes	0.001480	1
AGBL2	ENSG00000165923	obesity	0.120289	2
AGBL2	ENSG00000165923	type_2_diabetes	0.157272	4
AGBL3	ENSG00000146856	obesity	0.003700	1
AGBL4	ENSG00000186094	obesity	0.422447	9
AGBL4	ENSG00000186094	type_2_diabetes	0.168758	3
AGBL5	ENSG00000084693	obesity	0.036773	2
AGBL5	ENSG00000084693	type_2_diabetes	0.005920	1
AGER	ENSG00000204305	mash	0.098973	45
AGER	ENSG00000204305	nafld	0.056279	92
AGER	ENSG00000204305	obesity	0.084329	212
AGER	ENSG00000204305	type_2_diabetes	0.093311	437
AGFG1	ENSG00000173744	nafld	0.001850	2
AGFG1	ENSG00000173744	obesity	0.039045	15
AGFG1	ENSG00000173744	type_2_diabetes	0.008272	5
AGFG2	ENSG00000106351	type_2_diabetes	0.002960	1
AGGF1	ENSG00000164252	mash	0.002960	1
AGGF1	ENSG00000164252	type_2_diabetes	0.060875	17
AGK	ENSG00000006530	mash	0.074005	1
AGK	ENSG00000006530	obesity	0.001480	1
AGL	ENSG00000162688	obesity	0.009251	2
AGL	ENSG00000162688	type_2_diabetes	0.005705	4
AGMAT	ENSG00000116771	obesity	0.020569	3
AGMAT	ENSG00000116771	type_2_diabetes	0.003700	1
AGMO	ENSG00000187546	nafld	0.003700	1
AGMO	ENSG00000187546	obesity	0.004826	4
AGMO	ENSG00000187546	type_2_diabetes	0.357462	66
AGO1	ENSG00000092847	obesity	0.010597	4
AGO2	ENSG00000123908	mash	0.004070	2
AGO2	ENSG00000123908	nafld	0.010286	5
AGO2	ENSG00000123908	obesity	0.082459	16
AGO2	ENSG00000123908	type_2_diabetes	0.013440	7
AGPAT1	ENSG00000204310	nafld	0.002590	2
AGPAT1	ENSG00000204310	obesity	0.046919	6
AGPAT1	ENSG00000204310	type_2_diabetes	0.008572	3
AGPAT2	ENSG00000169692	obesity	0.041434	14
AGPAT2	ENSG00000169692	type_2_diabetes	0.005550	2
AGPAT3	ENSG00000160216	obesity	0.036270	3
AGPAT3	ENSG00000160216	type_2_diabetes	0.003700	1
AGPAT4	ENSG00000026652	mash	0.003700	1
AGPAT4	ENSG00000026652	nafld	0.008881	1
AGPAT5	ENSG00000155189	nafld	0.074930	2
AGPS	ENSG00000018510	obesity	0.001480	1
AGPS	ENSG00000018510	type_2_diabetes	0.005180	1
AGR2	ENSG00000106541	obesity	0.015171	2
AGR2	ENSG00000106541	type_2_diabetes	0.011101	1
AGR3	ENSG00000173467	obesity	0.003700	1
AGR3	ENSG00000173467	type_2_diabetes	0.004625	2
AGRN	ENSG00000188157	mash	0.001480	1
AGRN	ENSG00000188157	nafld	0.001480	1
AGRN	ENSG00000188157	obesity	0.003032	4
AGRN	ENSG00000188157	type_2_diabetes	0.011116	4
AGRP	ENSG00000159723	mash	0.006475	2
AGRP	ENSG00000159723	nafld	0.004571	5
AGRP	ENSG00000159723	obesity	0.413534	368
AGRP	ENSG00000159723	type_2_diabetes	0.073779	24
AGT	ENSG00000135744	mash	0.017733	28
AGT	ENSG00000135744	nafld	0.099530	60
AGT	ENSG00000135744	obesity	0.057373	477
AGT	ENSG00000135744	type_2_diabetes	0.078414	426
AGTPBP1	ENSG00000135049	obesity	0.007030	2
AGTR1	ENSG00000144891	mash	0.265144	29
AGTR1	ENSG00000144891	nafld	0.110716	55
AGTR1	ENSG00000144891	obesity	0.030941	133
AGTR1	ENSG00000144891	type_2_diabetes	0.560099	163
AGTR2	ENSG00000180772	mash	0.004995	2
AGTR2	ENSG00000180772	nafld	0.002775	2
AGTR2	ENSG00000180772	obesity	0.017685	26
AGTR2	ENSG00000180772	type_2_diabetes	0.331476	25
AGTRAP	ENSG00000177674	nafld	0.068455	2
AGTRAP	ENSG00000177674	obesity	0.049752	9
AGTRAP	ENSG00000177674	type_2_diabetes	0.008881	1
AGXT	ENSG00000172482	mash	0.030015	7
AGXT	ENSG00000172482	nafld	0.005423	9
AGXT	ENSG00000172482	obesity	0.006313	7
AGXT	ENSG00000172482	type_2_diabetes	0.004794	8
AGXT2	ENSG00000113492	nafld	0.030928	4
AGXT2	ENSG00000113492	obesity	0.008087	5
AGXT2	ENSG00000113492	type_2_diabetes	0.008200	6
AHCY	ENSG00000101444	mash	0.011728	4
AHCY	ENSG00000101444	nafld	0.013136	2
AHCY	ENSG00000101444	obesity	0.003700	1
AHCY	ENSG00000101444	type_2_diabetes	0.002220	1
AHCYL2	ENSG00000158467	type_2_diabetes	0.001480	1
AHDC1	ENSG00000126705	obesity	0.026012	6
AHI1	ENSG00000135541	obesity	0.015325	4
AHI1	ENSG00000135541	type_2_diabetes	0.018183	5
AHNAK	ENSG00000124942	nafld	0.001480	1
AHNAK	ENSG00000124942	obesity	0.030901	15
AHNAK	ENSG00000124942	type_2_diabetes	0.004605	3
AHR	ENSG00000106546	mash	0.039099	34
AHR	ENSG00000106546	nafld	0.080485	77
AHR	ENSG00000106546	obesity	0.107654	227
AHR	ENSG00000106546	type_2_diabetes	0.086072	65
AHRR	ENSG00000063438	obesity	0.006586	10
AHRR	ENSG00000063438	type_2_diabetes	0.009251	2
AHSA1	ENSG00000100591	mash	0.016692	32
AHSA1	ENSG00000100591	nafld	0.024861	43
AHSA1	ENSG00000100591	obesity	0.026281	86
AHSA1	ENSG00000100591	type_2_diabetes	0.062260	60
AHSG	ENSG00000145192	mash	0.050196	18
AHSG	ENSG00000145192	nafld	0.113210	174
AHSG	ENSG00000145192	obesity	0.046669	170
AHSG	ENSG00000145192	type_2_diabetes	0.127845	265
AHSP	ENSG00000169877	obesity	0.005467	3
AHSP	ENSG00000169877	type_2_diabetes	0.007400	1
AICDA	ENSG00000111732	mash	0.001480	1
AICDA	ENSG00000111732	nafld	0.002220	1
AICDA	ENSG00000111732	obesity	0.008148	5
AICDA	ENSG00000111732	type_2_diabetes	0.011196	6
AIDA	ENSG00000186063	mash	0.001480	1
AIDA	ENSG00000186063	obesity	0.050729	9
AIF1	ENSG00000204472	mash	0.005776	3
AIF1	ENSG00000204472	nafld	0.004790	3
AIF1	ENSG00000204472	obesity	0.068742	40
AIF1	ENSG00000204472	type_2_diabetes	0.052216	36
AIF1L	ENSG00000126878	obesity	0.044871	4
AIF1L	ENSG00000126878	type_2_diabetes	0.003700	1
AIFM1	ENSG00000156709	mash	0.001480	1
AIFM1	ENSG00000156709	nafld	0.002775	2
AIFM1	ENSG00000156709	obesity	0.008847	6
AIFM1	ENSG00000156709	type_2_diabetes	0.004790	3
AIFM2	ENSG00000042286	mash	0.004790	3
AIFM2	ENSG00000042286	nafld	0.004956	6
AIFM2	ENSG00000042286	obesity	0.017651	5
AIFM2	ENSG00000042286	type_2_diabetes	0.023723	3
AIG1	ENSG00000146416	obesity	0.018686	2
AIG1	ENSG00000146416	type_2_diabetes	0.041159	8
AIM2	ENSG00000163568	mash	0.012983	11
AIM2	ENSG00000163568	nafld	0.022109	12
AIM2	ENSG00000163568	obesity	0.032496	20
AIM2	ENSG00000163568	type_2_diabetes	0.083735	37
AIMP1	ENSG00000164022	mash	0.038853	2
AIMP1	ENSG00000164022	obesity	0.003515	2
AIMP1	ENSG00000164022	type_2_diabetes	0.016034	4
AIMP2	ENSG00000106305	mash	0.016679	31
AIMP2	ENSG00000106305	nafld	0.024861	43
AIMP2	ENSG00000106305	obesity	0.026281	86
AIMP2	ENSG00000106305	type_2_diabetes	0.062260	60
AIP	ENSG00000110711	nafld	0.041207	36
AIP	ENSG00000110711	obesity	0.056322	79
AIP	ENSG00000110711	type_2_diabetes	0.082020	101
AIRE	ENSG00000160224	nafld	0.006660	1
AIRE	ENSG00000160224	obesity	0.013321	2
AIRN	ENSG00000268257	mash	0.003700	1
AIRN	ENSG00000268257	nafld	0.008141	1
AIRN	ENSG00000268257	obesity	0.006660	2
AIRN	ENSG00000268257	type_2_diabetes	0.013851	9
AJAP1	ENSG00000196581	obesity	0.154119	1
AJUBA	ENSG00000129474	mash	0.004580	2
AJUBA	ENSG00000129474	nafld	0.002220	1
AK1	ENSG00000106992	obesity	0.003680	3
AK1	ENSG00000106992	type_2_diabetes	0.003680	3
AK2	ENSG00000004455	obesity	0.004810	2
AK3	ENSG00000147853	nafld	0.004070	2
AK3	ENSG00000147853	obesity	0.001480	1
AK3	ENSG00000147853	type_2_diabetes	0.043862	32
AK4	ENSG00000162433	type_2_diabetes	0.296611	1
AK4P3	ENSG00000233381	type_2_diabetes	0.270433	3
AK5	ENSG00000154027	type_2_diabetes	0.001480	1
AK6	ENSG00000085231	nafld	0.002220	1
AK6	ENSG00000085231	obesity	0.002220	1
AK8	ENSG00000165695	obesity	0.005180	1
AKAP1	ENSG00000121057	mash	0.011841	1
AKAP1	ENSG00000121057	nafld	0.051063	1
AKAP1	ENSG00000121057	obesity	0.076933	9
AKAP1	ENSG00000121057	type_2_diabetes	0.030810	4
AKAP12	ENSG00000131016	mash	0.015356	2
AKAP12	ENSG00000131016	nafld	0.004255	2
AKAP12	ENSG00000131016	obesity	0.001480	1
AKAP12	ENSG00000131016	type_2_diabetes	0.001480	1
AKAP13	ENSG00000170776	mash	0.002775	2
AKAP13	ENSG00000170776	nafld	0.018501	1
AKAP13	ENSG00000170776	obesity	0.008341	4
AKAP13	ENSG00000170776	type_2_diabetes	0.005751	4
AKAP5	ENSG00000179841	obesity	0.032037	2
AKAP5	ENSG00000179841	type_2_diabetes	0.063487	2
AKAP6	ENSG00000151320	obesity	0.373809	12
AKAP6	ENSG00000151320	type_2_diabetes	0.447233	15
AKAP9	ENSG00000127914	obesity	0.049939	2
AKNA	ENSG00000106948	nafld	0.003700	1
AKNA	ENSG00000106948	type_2_diabetes	0.079243	2
AKNAD1	ENSG00000162641	type_2_diabetes	0.019221	3
AKR1A1	ENSG00000117448	mash	0.074100	20
AKR1A1	ENSG00000117448	nafld	0.041338	18
AKR1A1	ENSG00000117448	obesity	0.041065	6
AKR1A1	ENSG00000117448	type_2_diabetes	0.013792	9
AKR1B1	ENSG00000085662	mash	0.010237	3
AKR1B1	ENSG00000085662	nafld	0.033106	14
AKR1B1	ENSG00000085662	obesity	0.018791	29
AKR1B1	ENSG00000085662	type_2_diabetes	0.037397	128
AKR1B10	ENSG00000198074	mash	0.074198	30
AKR1B10	ENSG00000198074	nafld	0.043519	24
AKR1B10	ENSG00000198074	obesity	0.056560	14
AKR1B10	ENSG00000198074	type_2_diabetes	0.024752	5
AKR1B15	ENSG00000227471	obesity	0.056560	9
AKR1C1	ENSG00000187134	obesity	0.004235	3
AKR1C1	ENSG00000187134	type_2_diabetes	0.019981	1
AKR1C2	ENSG00000151632	obesity	0.003700	4
AKR1C2	ENSG00000151632	type_2_diabetes	0.007400	1
AKR1C3	ENSG00000196139	obesity	0.033465	11
AKR1C3	ENSG00000196139	type_2_diabetes	0.012930	3
